timestamp,Infrared to Red Signal Ratio
02/24/22 00:54:01,-16
02/24/22 00:55:01,-4
02/24/22 00:56:01,4
02/24/22 00:57:02,0
02/24/22 00:58:02,0
02/24/22 00:59:59,44
02/24/22 01:00:59,0
02/24/22 01:01:59,-4
02/24/22 01:02:59,-3
02/24/22 01:04:00,-1
02/24/22 01:05:00,34
02/24/22 01:06:00,0
02/24/22 01:07:00,0
02/24/22 01:08:00,0
02/24/22 01:09:00,0
02/24/22 01:10:00,0
02/24/22 01:11:01,0
02/24/22 01:12:01,0
02/24/22 01:13:01,0
02/24/22 01:14:01,0
02/24/22 01:15:01,7
02/24/22 01:16:01,8
02/24/22 01:17:02,0
02/24/22 01:18:02,-3
02/24/22 01:19:02,-7
02/24/22 01:20:02,0
02/24/22 01:21:02,-2
02/24/22 01:22:02,0
02/24/22 01:23:02,-12
02/24/22 01:24:03,0
02/24/22 01:25:03,0
02/24/22 01:26:03,-5
02/24/22 01:27:03,-19
02/24/22 01:28:03,0
02/24/22 01:29:03,-4
02/24/22 01:30:03,0
02/24/22 01:31:04,5
02/24/22 01:32:04,-2
02/24/22 01:33:04,3
02/24/22 01:34:04,-8
02/24/22 01:35:04,2
02/24/22 01:36:04,0
02/24/22 01:37:05,-36
02/24/22 01:38:05,-45
02/24/22 01:39:05,-4
02/24/22 01:40:05,-2
02/24/22 01:41:05,-2
02/24/22 01:42:05,-3
02/24/22 01:43:05,0
02/24/22 01:44:06,0
02/24/22 01:45:06,2
02/24/22 01:46:06,-3
02/24/22 01:47:06,-2
02/24/22 01:48:06,-15
02/24/22 01:49:06,0
02/24/22 01:50:06,-45
02/24/22 01:51:07,19
02/24/22 01:52:07,-2
02/24/22 01:53:07,5
02/24/22 01:54:07,-15
02/24/22 01:55:07,22
02/24/22 01:56:07,2
02/24/22 01:57:08,7
02/24/22 01:58:08,8
02/24/22 01:59:08,43
02/24/22 02:00:08,0
02/24/22 02:01:08,0
02/24/22 02:02:08,-2
02/24/22 02:03:08,12
02/24/22 02:04:09,24
02/24/22 02:05:09,17
02/24/22 02:06:09,9
02/24/22 02:07:09,0
02/24/22 02:08:09,-20
02/24/22 02:09:09,-14
02/24/22 02:10:09,-40
02/24/22 02:11:10,0
02/24/22 02:12:10,51
02/24/22 02:13:10,0
02/24/22 02:14:10,-7
02/24/22 02:15:10,1
02/24/22 02:16:10,-8
02/24/22 02:17:11,8
02/24/22 02:18:11,3
02/24/22 02:19:11,7
02/24/22 02:20:11,39
02/24/22 02:21:11,-8
02/24/22 02:22:11,-4
02/24/22 02:23:11,0
02/24/22 02:24:12,9
02/24/22 02:25:12,-8
02/24/22 02:26:12,0
02/24/22 02:27:12,42
02/24/22 02:28:12,14
02/24/22 02:29:12,-2
02/24/22 02:30:12,34
02/24/22 02:31:13,2
02/24/22 02:32:13,1
02/24/22 02:33:13,-4
02/24/22 02:34:13,17
02/24/22 02:35:13,-2
02/24/22 02:36:13,24
02/24/22 02:37:14,0
02/24/22 02:38:14,14
02/24/22 02:39:14,3
02/24/22 02:40:15,-17
02/24/22 02:41:16,0
02/24/22 02:42:16,17
02/24/22 02:43:16,0
02/24/22 02:44:17,0
02/24/22 02:45:17,0
02/24/22 02:46:17,0
02/24/22 02:47:17,0
02/24/22 02:48:17,0
02/24/22 02:49:17,0
02/24/22 02:50:18,0
02/24/22 02:51:18,0
02/24/22 02:52:18,0
02/24/22 02:53:18,0
02/24/22 02:54:18,0
02/24/22 02:55:18,0
02/24/22 02:56:18,0
02/24/22 02:57:19,0
02/24/22 02:58:19,0
02/24/22 02:59:19,0
02/24/22 03:00:19,0
02/24/22 03:01:19,0
02/24/22 03:02:19,0
02/24/22 03:03:19,0
02/24/22 03:04:20,0
02/24/22 03:05:20,0
02/24/22 03:06:20,0
02/24/22 03:07:20,0
02/24/22 03:08:20,-4
02/24/22 03:09:20,0
02/24/22 03:10:21,0
02/24/22 03:11:21,21
02/24/22 03:12:21,0
02/24/22 03:13:21,0
02/24/22 03:14:21,0
02/24/22 03:15:21,34
02/24/22 03:16:21,13
02/24/22 03:17:22,21
02/24/22 03:18:22,27
02/24/22 03:19:22,5
02/24/22 03:20:22,18
02/24/22 03:21:22,0
02/24/22 03:22:22,22
02/24/22 03:23:22,35
02/24/22 03:24:23,5
02/24/22 03:25:23,1
02/24/22 03:26:23,-1
02/24/22 03:27:23,0
02/24/22 03:28:23,0
02/24/22 03:29:23,37
02/24/22 03:30:24,20
02/24/22 03:31:24,4
02/24/22 03:32:24,15
02/24/22 03:33:24,29
02/24/22 03:34:24,47
02/24/22 03:35:24,-26
02/24/22 03:36:24,23
02/24/22 03:37:25,25
02/24/22 03:38:25,0
02/24/22 03:39:25,19
02/24/22 03:40:25,10
02/24/22 03:41:25,13
02/24/22 03:42:25,1
02/24/22 03:43:25,45
02/24/22 03:44:26,35
02/24/22 03:45:26,39
02/24/22 03:46:26,2
02/24/22 03:47:26,0
02/24/22 03:48:26,18
02/24/22 03:49:26,1
02/24/22 03:50:27,-20
02/24/22 03:51:27,-13
02/24/22 03:52:27,0
02/24/22 03:53:27,-41
02/24/22 03:54:27,8
02/24/22 03:55:27,0
02/24/22 03:56:27,38
02/24/22 03:57:28,-4
02/24/22 03:58:28,-6
02/24/22 03:59:28,34
02/24/22 04:00:28,0
02/24/22 04:01:28,0
02/24/22 04:02:28,9
02/24/22 04:03:28,31
02/24/22 04:04:29,-3
02/24/22 04:05:29,12
02/24/22 04:06:29,21
02/24/22 04:07:29,2
02/24/22 04:08:29,-3
02/24/22 04:09:29,-4
02/24/22 04:10:30,26
02/24/22 04:11:30,8
02/24/22 04:12:30,-16
02/24/22 04:13:30,-1
02/24/22 04:14:30,0
02/24/22 04:15:30,43
02/24/22 04:16:30,-4
02/24/22 04:17:31,-8
02/24/22 04:18:31,-4
02/24/22 04:19:31,7
02/24/22 04:20:31,0
02/24/22 04:21:31,-17
02/24/22 04:22:31,4
02/24/22 04:23:31,-18
02/24/22 04:24:32,34
02/24/22 04:25:32,3
02/24/22 04:26:32,0
02/24/22 04:27:32,25
02/24/22 04:28:32,24
02/24/22 04:29:32,-28
02/24/22 04:30:33,42
02/24/22 04:31:33,8
02/24/22 04:32:33,-4
02/24/22 04:33:33,8
02/24/22 04:34:33,23
02/24/22 04:35:33,39
02/24/22 04:36:33,18
02/24/22 04:37:34,-11
02/24/22 04:38:34,27
02/24/22 04:39:34,0
02/24/22 04:40:34,13
02/24/22 04:41:34,-17
02/24/22 04:42:34,-14
02/24/22 04:43:34,34
02/24/22 04:44:35,11
02/24/22 04:45:35,7
02/24/22 04:46:35,0
02/24/22 04:47:35,-1
02/24/22 04:48:35,-2
02/24/22 04:49:35,29
02/24/22 04:50:36,6
02/24/22 04:51:36,0
02/24/22 04:52:36,-4
02/24/22 04:53:36,43
02/24/22 04:54:36,0
02/24/22 04:55:36,8
02/24/22 04:56:36,39
02/24/22 04:57:37,0
02/24/22 04:58:37,-34
02/24/22 04:59:37,0
02/24/22 05:00:37,15
02/24/22 05:01:37,1
02/24/22 05:02:37,-4
02/24/22 05:03:37,26
02/24/22 05:04:38,7
02/24/22 05:05:38,17
02/24/22 05:06:38,-2
02/24/22 05:07:38,0
02/24/22 05:08:38,23
02/24/22 05:09:38,8
02/24/22 05:10:39,0
02/24/22 05:11:39,18
02/24/22 05:12:39,0
02/24/22 05:13:39,0
02/24/22 05:14:39,0
02/24/22 05:15:39,-43
02/24/22 05:16:39,7
02/24/22 05:17:40,3
02/24/22 05:18:40,3
02/24/22 05:19:40,-13
02/24/22 05:20:40,-2
02/24/22 05:21:40,-11
02/24/22 05:22:40,36
02/24/22 05:23:40,0
02/24/22 05:24:41,10
02/24/22 05:25:41,0
02/24/22 05:26:41,0
02/24/22 05:27:41,20
02/24/22 05:28:41,0
02/24/22 05:29:41,-4
02/24/22 05:30:42,-11
02/24/22 05:31:42,-11
02/24/22 05:32:42,-13
02/24/22 05:33:42,35
02/24/22 05:34:42,0
02/24/22 05:35:42,34
02/24/22 05:36:42,38
02/24/22 05:37:43,0
02/24/22 05:38:43,-4
02/24/22 05:39:43,0
02/24/22 05:40:43,-4
02/24/22 05:41:43,28
02/24/22 05:42:43,7
02/24/22 05:43:43,0
02/24/22 05:44:44,-14
02/24/22 05:45:44,-57
02/24/22 05:46:44,0
02/24/22 05:47:44,28
02/24/22 05:48:44,4
02/24/22 05:49:44,5
02/24/22 05:50:45,3
02/24/22 05:51:45,0
02/24/22 05:52:45,-2
02/24/22 05:53:45,2
02/24/22 05:54:45,0
02/24/22 05:55:45,0
02/24/22 05:56:45,5
02/24/22 05:57:46,39
02/24/22 05:58:46,26
02/24/22 05:59:46,14
02/24/22 06:00:46,9
02/24/22 06:01:46,-7
02/24/22 06:02:46,-52
02/24/22 06:03:46,0
02/24/22 06:04:47,-11
02/24/22 06:05:47,0
02/24/22 06:06:47,0
02/24/22 06:07:47,0
02/24/22 06:08:47,0
02/24/22 06:09:47,0
02/24/22 06:10:48,8
02/24/22 06:11:48,19
02/24/22 06:12:48,0
02/24/22 06:13:48,-42
02/24/22 06:14:48,0
02/24/22 06:15:48,0
02/24/22 06:16:48,0
02/24/22 06:17:49,-19
02/24/22 06:18:49,0
02/24/22 06:19:49,-4
02/24/22 06:20:49,0
02/24/22 06:21:49,0
02/24/22 06:22:49,0
02/24/22 06:23:49,-17
02/24/22 06:24:50,0
02/24/22 06:25:50,25
02/24/22 06:26:50,-54
02/24/22 06:27:50,3
02/24/22 06:28:50,19
02/24/22 06:29:50,-30
02/24/22 06:30:51,6
02/24/22 06:31:51,-6
02/24/22 06:32:51,0
02/24/22 06:33:51,-26
02/24/22 06:34:51,-15
02/24/22 06:35:51,5
02/24/22 06:36:51,-24
02/24/22 06:37:52,-3
02/24/22 06:38:52,0
02/24/22 06:39:52,-12
02/24/22 06:40:52,2
02/24/22 06:41:52,-24
02/24/22 06:42:52,0
02/24/22 06:43:52,37
02/24/22 06:44:53,-22
02/24/22 06:45:53,-13
02/24/22 06:46:53,1
02/24/22 06:47:53,8
02/24/22 06:48:53,15
02/24/22 06:49:53,-1
02/24/22 06:50:54,35
02/24/22 06:51:54,13
02/24/22 06:52:54,29
02/24/22 06:53:54,0
02/24/22 06:54:54,15
02/24/22 06:55:54,0
02/24/22 06:56:54,0
02/24/22 06:57:55,-17
02/24/22 06:58:55,4
02/24/22 06:59:55,0
02/24/22 07:00:55,29
02/24/22 07:01:55,0
02/24/22 07:02:55,39
02/24/22 07:03:55,14
02/24/22 07:04:56,28
02/24/22 07:05:56,17
02/24/22 07:06:56,0
02/24/22 07:07:56,0
02/24/22 07:08:56,-35
02/24/22 07:09:56,13
02/24/22 07:10:57,11
02/24/22 07:11:57,0
02/24/22 07:12:57,18
02/24/22 07:13:57,28
02/24/22 07:14:57,12
02/24/22 07:15:57,13
02/24/22 07:16:57,24
02/24/22 07:17:58,9
02/24/22 07:18:58,0
02/24/22 07:19:58,18
02/24/22 07:20:58,0
02/24/22 07:21:58,13
02/24/22 07:22:58,-3
02/24/22 07:23:58,-1
02/24/22 07:24:59,-15
02/24/22 07:25:59,41
02/24/22 07:26:59,0
02/24/22 07:27:59,4
02/24/22 07:28:59,-1
02/24/22 07:29:59,-1
02/24/22 07:31:00,-4
02/24/22 07:32:00,-13
02/24/22 07:33:00,0
02/24/22 07:34:00,-29
02/24/22 07:35:00,-11
02/24/22 07:36:00,-11
02/24/22 07:37:00,-15
02/24/22 07:38:01,-8
02/24/22 07:39:01,-28
02/24/22 07:40:01,-3
02/24/22 07:41:01,0
02/24/22 07:42:01,0
02/24/22 07:43:01,0
02/24/22 07:44:01,0
02/24/22 07:45:02,0
02/24/22 07:46:02,0
02/24/22 07:47:02,0
02/24/22 07:48:02,0
02/24/22 07:49:02,0
02/24/22 07:50:02,0
02/24/22 07:51:03,3
02/24/22 07:52:03,30
02/24/22 07:53:03,-8
02/24/22 07:54:03,10
02/24/22 07:55:03,0
02/24/22 07:56:03,24
02/24/22 07:57:03,-13
02/24/22 07:58:04,-19
02/24/22 07:59:04,-25
02/24/22 08:00:04,3
02/24/22 08:01:04,43
02/24/22 08:02:04,13
02/24/22 08:03:04,5
02/24/22 08:04:04,-8
02/24/22 08:05:05,-10
02/24/22 08:06:05,3
02/24/22 08:07:05,13
02/24/22 08:08:05,69
02/24/22 08:09:05,-2
02/24/22 08:10:05,10
02/24/22 08:11:06,4
02/24/22 08:12:06,-8
02/24/22 08:13:06,10
02/24/22 08:14:06,13
02/24/22 08:15:06,1
02/24/22 08:16:06,0
02/24/22 08:17:06,17
02/24/22 08:18:07,0
02/24/22 08:19:07,15
02/24/22 08:20:07,73
02/24/22 08:21:07,-4
02/24/22 08:22:07,24
02/24/22 08:23:07,0
02/24/22 08:24:08,-1
02/24/22 08:25:10,5
02/24/22 08:26:10,40
02/24/22 08:27:10,2
02/24/22 08:28:10,41
02/24/22 08:29:10,20
02/24/22 08:30:10,0
02/24/22 08:31:11,0
02/24/22 08:32:11,0
02/24/22 08:33:11,0
02/24/22 08:34:11,0
02/24/22 08:35:11,0
02/24/22 08:36:11,-18
02/24/22 08:37:12,31
02/24/22 08:38:14,0
02/24/22 08:39:15,0
02/24/22 08:40:15,7
02/24/22 08:41:15,0
02/24/22 08:42:15,32
02/24/22 08:43:15,-13
02/24/22 08:44:16,22
02/24/22 08:45:16,0
02/24/22 08:46:16,-9
02/24/22 08:47:16,-7
02/24/22 08:48:16,-76
02/24/22 08:49:16,0
02/24/22 08:50:16,-2
02/24/22 08:51:17,-4
02/24/22 08:52:19,0
02/24/22 08:53:19,0
02/24/22 08:54:20,-11
02/24/22 08:55:20,-2
02/24/22 08:56:20,1
02/24/22 08:57:20,0
02/24/22 08:58:21,3
02/24/22 08:59:22,-25
02/24/22 09:00:22,-1
02/24/22 09:01:22,-34
02/24/22 09:02:22,-7
02/24/22 09:03:22,0
02/24/22 09:04:23,0
02/24/22 09:05:23,4
02/24/22 09:06:23,34
02/24/22 09:07:23,0
02/24/22 09:08:23,0
02/24/22 09:09:23,4
02/24/22 09:10:23,-17
02/24/22 09:11:24,0
